-6.163523881524968218e-06,-1.617285617733221770e-06
-1.444176339043812263e-06,-7.067215925443681712e-06
2.041339331572411542e-05,-2.947215867551977730e-05
7.661534853177498494e-05,-8.571967894199783444e-05
1.673555508764495992e-04,-1.756173172379610348e-04
2.929442461283987553e-04,-2.988579211009589898e-04
4.538091191947091207e-04,-4.550207141125472976e-04
6.504967552034696121e-04,-6.435727547566827411e-04
8.836745116419103541e-04,-8.638707802580553041e-04
1.154132807550986572e-03,-1.115163429484200552e-03
1.462787837054099760e-03,-1.396593837754547818e-03
1.810882483445616642e-03,-1.706978108011639184e-03
2.199592688787485595e-03,-2.045259236119562063e-03
2.611968998827665644e-03,-2.399281069189823645e-03
3.027492637134587827e-03,-2.755259385330444122e-03
3.443017319322019820e-03,-3.111238608285632479e-03
3.858543189866767142e-03,-3.467218859318818569e-03
4.274070393368301080e-03,-3.823200259449391347e-03
4.689599074583231109e-03,-4.179182929595251506e-03
5.111236654638987020e-03,-4.537757973789663390e-03
5.542224033413686857e-03,-4.901322543611003058e-03
5.970741359565268080e-03,-5.264800118732565481e-03
6.373151431544502032e-03,-5.608867880857459909e-03
6.734615937032506494e-03,-5.919152666555682618e-03
7.054769211780886895e-03,-6.195846081429243202e-03
7.333131927840241815e-03,-6.439254400108548881e-03
7.562498112601873101e-03,-6.648195936652154248e-03
7.737691680550690121e-03,-6.821435130921683909e-03
7.868255819377195648e-03,-6.961188184866337614e-03
7.961545779779616305e-03,-7.069945942264059535e-03
8.016645489051149598e-03,-7.148565386942237754e-03
8.032509953258798463e-03,-7.198006047747056158e-03
8.007961667795382432e-03,-7.219326685850770142e-03
7.959750757499856055e-03,-7.224909698128369195e-03
7.875662575241915153e-03,-7.228266218487461314e-03
7.722745273585879255e-03,-7.231671329335657983e-03
7.497248523110566776e-03,-7.236335174823443905e-03
7.198525529287486124e-03,-7.243496078638396451e-03
6.826179214623168123e-03,-7.254400942440820954e-03
6.373956256525564745e-03,-7.267718553311151505e-03
5.838721373510047385e-03,-7.282328854175837071e-03
5.230110599518805747e-03,-7.302090184937731591e-03
4.555231410689530858e-03,-7.330693466369900269e-03
3.815113097760197691e-03,-7.369494905422262210e-03
3.013841675780198903e-03,-7.419390392375557926e-03
2.187265171908148176e-03,-7.474909657467911778e-03
1.374415655821081828e-03,-7.531974969782685020e-03
5.799224690170856622e-04,-7.592354972669967950e-03
-2.064250926828437027e-04,-7.654476869284264698e-03
-9.927728581084482862e-04,-7.716601319915311272e-03
-1.779121107801789892e-03,-7.778728348654524033e-03
-2.565470123148366755e-03,-7.840857979677744866e-03
-3.351820186380721767e-03,-7.902990236739675101e-03
-4.138171580093413793e-03,-7.965125144001692498e-03
-4.891791040240678345e-03,-8.027535932781722228e-03
-5.576580595134383866e-03,-8.089903240717656596e-03
-6.188790220184536839e-03,-8.151016946385314377e-03
-6.727773426297406489e-03,-8.209638749062789231e-03
-7.193133442397664501e-03,-8.264521770540225742e-03
-7.584724529727776554e-03,-8.314406264493555410e-03
-7.902652470297394371e-03,-8.358015281692020293e-03
-8.147274228285095177e-03,-8.394050275847109166e-03
-8.319196785582821940e-03,-8.421186636432501094e-03
-8.419275152986738231e-03,-8.438069131498304731e-03
-8.451423710268773926e-03,-8.443802869968763947e-03
-8.448378521371785466e-03,-8.440713046877670878e-03
-8.423257624292551649e-03,-8.412561902107637546e-03
-8.360507412412898631e-03,-8.339942343048287188e-03
-8.261344130120112927e-03,-8.221660923878604255e-03
-8.126861498284676522e-03,-8.056679607607419857e-03
-7.958034497226096349e-03,-7.844119348777781053e-03
-7.755722733747250075e-03,-7.583263129646300449e-03
-7.520673402577504607e-03,-7.273558440811636605e-03
-7.253523852401730365e-03,-6.914619199566041097e-03
-6.954803764019523715e-03,-6.506227100608358294e-03
-6.624936946908230317e-03,-6.048332394423247549e-03
-6.264242760451815828e-03,-5.541054090378152996e-03
-5.885938442725904829e-03,-5.005507780029644360e-03
-5.505372097942246024e-03,-4.466335226097545297e-03
-5.124808259135540944e-03,-3.927164191510568170e-03
-4.744246815819766483e-03,-3.387994491328344404e-03
-4.363687655910622465e-03,-2.848825939782057004e-03
-3.983130665814793581e-03,-2.309658350521326398e-03
-3.598947406653299486e-03,-1.764229304913877971e-03
-3.209420756606559677e-03,-1.206826596299365173e-03
-2.823204470068993444e-03,-6.468593527503563312e-04
-2.463224877619893394e-03,-1.119586244042458656e-04
-2.145016510879380056e-03,3.784684139908345291e-04
-1.867341996635782375e-03,8.232282366007481755e-04
-1.629084442719253012e-03,1.221282729026496039e-03
-1.432495999165436795e-03,1.566420566123660763e-03
-1.278719449463464053e-03,1.852148609584158834e-03
-1.161727758309916148e-03,2.083248411857502314e-03
-1.076840520923327826e-03,2.265111924283663702e-03
-1.023527955192948813e-03,2.397521027612037336e-03
-1.001366148129623213e-03,2.480426158492726740e-03
-1.010035634202849364e-03,2.513946513057946364e-03
-1.036319066515092868e-03,2.519197869832290326e-03
-1.077140875162960199e-03,2.502344158729602475e-03
-1.143416026509677663e-03,2.447063325961479352e-03
-1.235842752251553600e-03,2.351955063227162412e-03
-1.353959335065699210e-03,2.217094499058769319e-03
-1.497216422012170867e-03,2.042420337091635507e-03
-1.668607228717602919e-03,1.821472417375222252e-03
-1.869130068933938515e-03,1.548203481156196215e-03
-2.092274299259677672e-03,1.228403041748801772e-03
-2.333371166378717110e-03,8.671704341888936129e-04
-2.591486021545713614e-03,4.637499023128627273e-04
-2.864827812717560263e-03,1.898934482190417494e-05
-3.143090432201747775e-03,-4.458088918961045088e-04
-3.414034307170535354e-03,-9.052718306103435530e-04
-3.675656998303175604e-03,-1.353623317630989198e-03
-3.933238296045832305e-03,-1.796197381554107131e-03
-4.190821204656997034e-03,-2.238772023093874020e-03
-4.448405771986817248e-03,-2.681347395639077646e-03
-4.705992046344260882e-03,-3.123923652437021747e-03
-4.963580076072809932e-03,-3.566500946634049152e-03
-5.221169909977362023e-03,-4.009079431467554855e-03
-5.466488950962494764e-03,-4.433181240253963873e-03
-5.686357634305895525e-03,-4.818856522445374990e-03
-5.880077771556517507e-03,-5.164705120962148621e-03
-6.048111121617072428e-03,-5.470802315815592731e-03
-6.191007078360143134e-03,-5.737086962765314269e-03
-6.309400790538398363e-03,-5.963361286368429326e-03
-6.404010989583985847e-03,-6.149290200109902571e-03
-6.475637534778266174e-03,-6.294400152544815663e-03
-6.525158681180195236e-03,-6.398077493085602141e-03
-6.553528081071378214e-03,-6.459566353004014827e-03
-6.562557841956178500e-03,-6.479714519795315431e-03
-6.562849291988644140e-03,-6.474872546282706143e-03
-6.565805257745535931e-03,-6.431160927267920435e-03
-6.574109993452105158e-03,-6.319186361176176714e-03
-6.588907055722795919e-03,-6.138216143139724190e-03
-6.611365429313304648e-03,-5.887752470702473095e-03
-6.642683647608555245e-03,-5.567534151822761679e-03
-6.684093985796788276e-03,-5.177537528149533941e-03
-6.736866743941353174e-03,-4.717976612902741174e-03
-6.802314634482249135e-03,-4.189302443319053992e-03
-6.881797288624699055e-03,-3.592201649002868535e-03
-6.976725902730403911e-03,-2.927594241819875265e-03
-7.088568039810583601e-03,-2.196630633374552222e-03
-7.210667786103623633e-03,-1.428041050084372099e-03
-7.334195178723867253e-03,-6.546875637805094073e-04
-7.457724675823264315e-03,1.186657308061278560e-04
-7.581256326190801559e-03,8.920191036273505958e-04
-7.704790180079780504e-03,1.665372824682265218e-03
-7.828326288203055205e-03,2.438727163594445191e-03
-7.954124334191362000e-03,3.217648685645002615e-03
-8.082824385832854119e-03,4.007172091946620274e-03
-8.209959091131167896e-03,4.796735925098050135e-03
-8.330470461590570863e-03,5.547342472725758089e-03
-8.441491327669990719e-03,6.229599453187989466e-03
-8.541697040791912388e-03,6.842775216336333122e-03
-8.629739416205844948e-03,7.386373049960814896e-03
-8.701313060379287090e-03,7.856328139258794696e-03
-8.753674106964398627e-03,8.248522091194587791e-03
-8.790867887807460312e-03,8.567015691957918788e-03
-8.815391189108678915e-03,8.816397442624218650e-03
-8.825884416079191053e-03,8.997354239239307994e-03
-8.820936411516988596e-03,9.110806360261153314e-03
-8.799079653620922592e-03,9.157904483368950466e-03
-8.766970098947599044e-03,9.167379101412159725e-03
-8.709937087641200781e-03,9.157710867424867507e-03
-8.603220685572607329e-03,9.118757557129902880e-03
-8.443591263403382730e-03,9.050672925245653588e-03
-8.230050708836103568e-03,8.954765378533180442e-03
-7.961785292784531731e-03,8.832247680534519030e-03
-7.635908750089723251e-03,8.678674833807867306e-03
-7.251343617640654271e-03,8.490046099855694250e-03
-6.812038377836365788e-03,8.272921168583857732e-03
-6.320605300183496089e-03,8.033246724732906463e-03
-5.777363702510113219e-03,7.771813107700406564e-03
-5.185045860343628910e-03,7.490169806794608198e-03
-4.571751102359716823e-03,7.199051830559216603e-03
-3.966071261291198580e-03,6.911825033173293886e-03
-3.369517762941920402e-03,6.632584320668696853e-03
-2.776774811825505340e-03,6.357483091381219142e-03
-2.184032748665465373e-03,6.082384053217579356e-03
-1.591291376316666950e-03,5.807287110392911345e-03
-9.985504972352399200e-04,5.532192167850683018e-03
-4.058099134455483981e-04,5.257099130167738887e-03
1.869305739271853728e-04,4.982007902254240173e-03
7.561704953930326045e-04,4.721300075416066944e-03
1.275724528784744072e-03,4.489882139672961292e-03
1.742363245982508912e-03,4.287600242264509587e-03
2.155088735470933603e-03,4.113145878764747077e-03
2.513087470616848229e-03,3.965306187602726795e-03
2.815733019590149766e-03,3.842959773465624840e-03
3.062588135269717071e-03,3.745072845980267073e-03
3.253406220286747530e-03,3.670695660335732136e-03
3.388132162813750625e-03,3.618959246448498479e-03
3.466902540369826147e-03,3.589072415093937096e-03
3.492268710653334551e-03,3.579484792189897846e-03
3.488974321942950318e-03,3.580048700655369398e-03
3.461383849542420954e-03,3.584857692124923667e-03
3.391773279864396251e-03,3.596657035553105231e-03
3.280509964500105680e-03,3.614791237731389273e-03
3.127816502411423505e-03,3.638583314993490414e-03
2.933771555169578660e-03,3.667337073591809410e-03
2.698310148270460784e-03,3.700339453148057678e-03
2.421223462656690861e-03,3.736862926761758130e-03
2.102158113084839908e-03,3.776167947594777363e-03
1.740614913647464679e-03,3.817505437650161454e-03
1.335947121879343946e-03,3.860119305852942329e-03
8.873581565528310122e-04,3.903248992055696059e-03
4.132245175143267613e-04,3.946400003368124437e-03
-6.427510886736209628e-05,3.989505631278734976e-03
-5.417746871395900943e-04,4.032612588020383776e-03
-1.019274383389223715e-03,4.075720886230533094e-03
-1.496774363760444704e-03,4.118830538826390164e-03
-1.974274794716346371e-03,4.161941557943074285e-03
-2.456774151833734932e-03,4.204020772715691065e-03
-2.946226313916694428e-03,4.244109906942452812e-03
-3.430955395963247723e-03,4.282639341438714518e-03
-3.884318625386407042e-03,4.316897536080378101e-03
-4.288458791793015035e-03,4.344139912616491392e-03
-4.643613237147931061e-03,4.365022666695434622e-03
-4.949877789397788552e-03,4.380223496288382715e-03
-5.201842903591213929e-03,4.392013191313413195e-03
-5.396361042535630093e-03,4.402825972247054534e-03
-5.542410649577583781e-03,4.411828326742453857e-03
-5.646482601899233122e-03,4.418051841985079844e-03
-5.708077864959693049e-03,4.422245608237791725e-03
-5.726549848165229939e-03,4.425165728240178231e-03
-5.701102121990569982e-03,4.427572773760244523e-03
-5.650111338454832932e-03,4.429961249040062499e-03
-5.565550111118172660e-03,4.440014548540646006e-03
-5.417621396604260786e-03,4.466377989918259017e-03
-5.203159881676105991e-03,4.510567634863120456e-03
-4.921862952167233018e-03,4.573496331442543361e-03
-4.573656269099668492e-03,4.656141366951485616e-03
-4.153695700623905029e-03,4.760581016550975708e-03
-3.660409714179108098e-03,4.888890060558578887e-03
-3.102906620971873641e-03,5.041241613175338754e-03
-2.487542323461794380e-03,5.217962689112468078e-03
-1.815505765694752638e-03,5.420407396834678315e-03
-1.090685290146081732e-03,5.648899496966404421e-03
-3.448542119343644963e-04,5.890242039810929253e-03
3.880281257791495797e-04,6.130038672878514172e-03
1.104879252422974467e-03,6.366568331648357615e-03
1.814886522173680961e-03,6.601392152424140347e-03
2.524894288322421243e-03,6.836218191301257630e-03
3.234902792626559442e-03,7.071046533005290180e-03
3.944912277692530500e-03,7.305877265148960631e-03
4.654922984986459289e-03,7.540710473619344212e-03
5.364935157188777115e-03,7.775546245315137495e-03
6.044742811789932668e-03,8.002767991131129466e-03
6.661182960257083785e-03,8.213683780700115067e-03
7.211090546458187589e-03,8.406777638167439726e-03
7.694163214042148979e-03,8.581136801594307917e-03
8.110326882859120179e-03,8.735784070429616910e-03
8.459735987111222100e-03,8.869674438721664167e-03
8.742772966527145861e-03,8.981691503824676404e-03
8.960046994288206612e-03,9.070643619018312065e-03
9.112391963892407798e-03,9.135259797438621820e-03
9.200863724725671933e-03,9.174185338077914253e-03
9.229220713949909394e-03,9.187095878100279278e-03
9.227004793225287993e-03,9.182662671263580600e-03
9.209293427142009603e-03,9.142439095668086768e-03
9.165545371396924268e-03,9.039024672745560318e-03
9.097211202194380175e-03,8.871214298873303372e-03
9.005654101177179571e-03,8.638022792585131615e-03
8.892154495827725436e-03,8.338688095458124394e-03
8.757914440867084482e-03,7.972673742820984844e-03
8.604061750333624747e-03,7.539670588409735918e-03
8.431653895939875132e-03,7.039597777694334146e-03
8.241681687803301126e-03,6.472602968837309900e-03
8.035072750171790013e-03,5.839061797496408746e-03
7.812694812591169935e-03,5.139576595666467407e-03
7.581562780714132255e-03,4.402503852031863785e-03
7.349352902285735678e-03,3.660637468340471878e-03
7.117145776417255210e-03,2.918772358646182230e-03
6.884941342124938080e-03,2.176908260976800902e-03
6.652739539661139956e-03,1.435044914340710687e-03
6.420540308276816155e-03,6.931820567569746405e-04
6.187146482715795426e-03,-5.614708517628907991e-05
5.951970939630665813e-03,-8.197796379612598550e-04
5.718940158171821608e-03,-1.585739947518233217e-03
5.502604878721839565e-03,-2.315938670644585029e-03
5.313396654570555488e-03,-2.982975701353085540e-03
5.149754680108795113e-03,-3.585646295339556255e-03
5.010205065047901307e-03,-4.122965613865020584e-03
4.893777641800309275e-03,-4.588164970158903344e-03
4.799410895039029484e-03,-4.974164903582434238e-03
