0.000000000000000000e+00,1.002298469383506013e-03,9.977291650531724520e-04
5.000000000000570828e-03,1.018124149437609665e-03,1.015324639211297566e-03
1.000000000000114339e-02,1.033518158755601960e-03,1.032259724422714088e-03
1.499999999999802013e-02,1.048494690351671303e-03,1.048224574545949823e-03
2.000000000000228331e-02,1.063080630604263353e-03,1.062916237447652157e-03
2.500000000000325226e-02,1.077314929075610505e-03,1.076041938342719518e-03
2.999999999999603678e-02,1.091247732502971307e-03,1.087322244185283263e-03
3.500000000000354911e-02,1.104939294038819212e-03,1.096494070666027658e-03
4.000000000000455275e-02,1.118458673398101729e-03,1.103313495333329338e-03
4.500000000000244083e-02,1.131882251076094231e-03,1.107558344014396637e-03
5.000000000000650452e-02,1.145292076829166521e-03,1.109030522751495301e-03
5.500000000000049988e-02,1.158774084047386457e-03,1.107558060836657350e-03
5.999999999999207356e-02,1.172416190807327530e-03,1.102996852231576076e-03
6.500000000000809297e-02,1.186306323373211924e-03,1.095232068047322788e-03
7.000000000000711209e-02,1.200530392114777713e-03,1.084179226774552264e-03
7.500000000000682510e-02,1.215170252119926724e-03,1.069784912043198833e-03
8.000000000000913325e-02,1.230301681763562105e-03,1.052027130920460754e-03
8.500000000000666744e-02,1.245992412327678531e-03,1.030915310715747922e-03
9.000000000000490941e-02,1.262300241240445209e-03,1.006489936766517606e-03
9.500000000001695977e-02,1.279271260572457719e-03,9.788218376372338249e-04
1.000000000000130507e-01,1.296938230829791996e-03,9.480111315856657719e-04
1.050000000000096967e-01,1.315319128478584666e-03,9.141858454446446071e-04
1.100000000000010414e-01,1.334415893062053816e-03,8.775002295501625402e-04
1.150000000000045847e-01,1.354213397227958804e-03,8.381327901362637138e-04
1.199999999999841888e-01,1.374678659850369277e-03,7.962840658887251075e-04
1.249999999999964750e-01,1.395760318962128640e-03,7.521741790149648376e-04
1.300000000000162137e-01,1.417388377835606230e-03,7.060401925219722237e-04
1.349999999999881850e-01,1.439474233404917404e-03,6.581333085513507925e-04
1.400000000000142242e-01,1.461910992308315454e-03,6.087159439271841530e-04
1.449999999999816991e-01,1.484574075698837830e-03,5.580587203764464854e-04
1.500000000000136779e-01,1.507322109803060049e-03,5.064374077752170113e-04
1.549999999999730205e-01,1.529998095017820513e-03,4.541298589585675781e-04
1.600000000000182943e-01,1.552430841924703174e-03,4.014129735021194369e-04
1.649999999999730294e-01,1.574436659553296982e-03,3.485597296201461688e-04
1.700000000000133626e-01,1.595821275994471723e-03,2.958363186333902396e-04
1.749999999999652944e-01,1.616381969208816570e-03,2.434994172640737376e-04
