5.000000000000344447e-03,1.002298469383506013e-03,9.977291650531726688e-04
1.000000000000091788e-02,1.030182905212599252e-03,1.028351046097717922e-03
1.500000000000148784e-02,1.058002980137635711e-03,1.057748061399795469e-03
1.999999999999836631e-02,1.085764041246020401e-03,1.085618319204479472e-03
2.500000000000262776e-02,1.113483908330694045e-03,1.111671973193642700e-03
3.000000000000360365e-02,1.141192135072983688e-03,1.135634265987551378e-03
3.499999999999638817e-02,1.168929041590616993e-03,1.157248387100182681e-03
4.000000000000390049e-02,1.196744532167661520e-03,1.176278110787293838e-03
4.500000000000491107e-02,1.224696715806851671e-03,1.192510181701827120e-03
5.000000000000279915e-02,1.252850355095889556e-03,1.205756422408545961e-03
5.500000000000685590e-02,1.281275165171092420e-03,1.215855540622900240e-03
6.000000000000084432e-02,1.310043996469775719e-03,1.222674610666813324e-03
6.499999999999241107e-02,1.339230922714053015e-03,1.226110222083712622e-03
7.000000000000841660e-02,1.368909271259179149e-03,1.226089277689185533e-03
7.500000000000743572e-02,1.399149626311716388e-03,1.222569436104004861e-03
8.000000000000716260e-02,1.430017837531872204e-03,1.215539196884107397e-03
8.500000000000947076e-02,1.461573067197938051e-03,1.205017630191856015e-03
9.000000000000700495e-02,1.493865908563846807e-03,1.191053757679465686e-03
9.500000000000524691e-02,1.526936607165059554e-03,1.173725595627470985e-03
1.000000000000172973e-01,1.560813415640058700e-03,1.153138874859521365e-03
1.050000000000133882e-01,1.595511110319191911e-03,1.129425459391679518e-03
1.100000000000100342e-01,1.631029696615375396e-03,1.102741481983279641e-03
1.150000000000013789e-01,1.667353326682632225e-03,1.073265227199643543e-03
1.200000000000049222e-01,1.704449450350501273e-03,1.041194789227710372e-03
1.249999999999845124e-01,1.742268216947888632e-03,1.006745536431014054e-03
1.299999999999967570e-01,1.780742141937543188e-03,9.701474173494911007e-04
1.350000000000164957e-01,1.819786048730271224e-03,9.316421432943411234e-04
1.399999999999884670e-01,1.859297291819623794e-03,8.914802847991099097e-04
1.450000000000145062e-01,1.899156263400615489e-03,8.499183195838172717e-04
1.499999999999819811e-01,1.939227181455299969e-03,8.072156699048757284e-04
1.550000000000139599e-01,1.979359153182705649e-03,7.636317670793286256e-04
1.599999999999733025e-01,2.019387503479625704e-03,7.194231802116799563e-04
1.650000000000185763e-01,2.059135354009033157e-03,6.748408435430358881e-04
1.699999999999732836e-01,2.098415435269991233e-03,6.301274185422804435e-04
1.750000000000135891e-01,2.137032109347121716e-03,5.855148202444121919e-04
1.799999999999654932e-01,2.174783578858259948e-03,5.412219380474534488e-04
1.850000000000100731e-01,2.211464253890639206e-03,4.974525771552130602e-04
1.899999999999561207e-01,2.246867246253990338e-03,4.543936431127195297e-04
1.950000000000341460e-01,2.280786958495177683e-03,4.122135891653932625e-04
1.999999999999760580e-01,2.313021732783593527e-03,3.710611418036841415e-04
2.050000000000263001e-01,2.343376523989462376e-03,3.310643161582651497e-04
2.099999999999669353e-01,2.371665560244722373e-03,2.923297288638384509e-04
2.150000000000195921e-01,2.397714953848862750e-03,2.549422115034197852e-04
2.199999999999669720e-01,2.421365225867067213e-03,2.189647240295610094e-04
2.250000000000022538e-01,2.442473708287945348e-03,1.844385632622153374e-04
2.299999999999515765e-01,2.460916788831259486e-03,1.513838574014130488e-04
2.350000000000093403e-01,2.476591965324415664e-03,1.198003336207003320e-04
2.399999999999714861e-01,2.489419678618321786e-03,8.966834315713043352e-05
2.449999999999685207e-01,2.499344895822665745e-03,6.095012292210208715e-05
2.499999999999314992e-01,2.506338418208052272e-03,3.359127197256349303e-05
2.549999999999931211e-01,2.510397892435087784e-03,7.522415951970336506e-06
2.600000000000566303e-01,2.511548506141502574e-03,-1.733896655144270921e-05
2.650000000000325984e-01,2.509843354658889813e-03,-4.108658774301579536e-05
2.699999999999978528e-01,2.505363467843238143e-03,-6.382329371850161673e-05
2.749999999999765965e-01,2.498217492462525245e-03,-8.565894078074277678e-05
