0.000000000000000000e+00,1.002298469383505796e-03,9.977291650531726688e-04
5.000000000000571695e-03,1.028872453378951689e-03,1.031945181273762318e-03
1.000000000000114513e-02,1.055371254861296607e-03,1.065306934280504979e-03
1.499999999999802533e-02,1.081804867476975247e-03,1.097499748852707319e-03
2.000000000000229025e-02,1.108195984799505802e-03,1.128215908904844954e-03
2.500000000000326961e-02,1.134579368229919789e-03,1.157157936469419609e-03
2.999999999999605413e-02,1.161000977899078477e-03,1.184041751919373596e-03
3.500000000000356992e-02,1.187516877406983445e-03,1.208599677104734782e-03
4.000000000000458050e-02,1.214191928334322056e-03,1.230583244923299678e-03
4.500000000000246858e-02,1.241098297719784530e-03,1.249765782601517782e-03
5.000000000000653921e-02,1.268313798738229716e-03,1.265944741008278359e-03
5.500000000000054151e-02,1.295920096478527525e-03,1.278943735423269642e-03
5.999999999999211520e-02,1.324000799644880350e-03,1.288614285428237678e-03
6.500000000000813460e-02,1.352639473985521937e-03,1.294837226353825078e-03
7.000000000000715372e-02,1.381917607791194628e-03,1.297523779100410351e-03
7.500000000000688061e-02,1.411912561714709444e-03,1.296616268143170646e-03
8.000000000000917488e-02,1.442695536404632215e-03,1.292088480718039858e-03
8.500000000000669520e-02,1.474329591187235151e-03,1.283945665165897067e-03
9.000000000000492328e-02,1.506867746517488943e-03,1.272224170928310319e-03
9.500000000001697364e-02,1.540351202014556475e-03,1.256990736509875587e-03
1.000000000000130507e-01,1.574807700238958080e-03,1.238341439439769954e-03
1.050000000000096828e-01,1.610250064776505476e-03,1.216400319086891101e-03
1.100000000000010136e-01,1.646674938717809311e-03,1.191317696155845107e-03
1.150000000000045569e-01,1.684061746869479825e-03,1.163268210087352100e-03
1.199999999999841471e-01,1.722371902022752817e-03,1.132448601051935962e-03
1.249999999999964473e-01,1.761548272156862951e-03,1.099075266843509450e-03
1.300000000000162137e-01,1.801514921921352781e-03,1.063381626299322695e-03
1.349999999999882128e-01,1.842177137706177805e-03,1.025615324000119823e-03
1.400000000000142519e-01,1.883421741629250556e-03,9.860353123599960648e-04
1.449999999999817546e-01,1.925117695608910594e-03,9.449088484715777734e-04
1.500000000000137612e-01,1.967116992554909013e-03,9.025084439992422112e-04
1.549999999999731037e-01,2.009255827453266651e-03,8.591088066658562113e-04
1.600000000000184053e-01,2.051356036682033552e-03,8.149838103792777068e-04
1.649999999999731404e-01,2.093226790939922612e-03,7.704035334643418364e-04
1.700000000000134737e-01,2.134666521742239163e-03,7.256313990944225677e-04
1.749999999999654055e-01,2.175465059382753613e-03,6.809214532950940823e-04
1.800000000000099853e-01,2.215405956085603634e-03,6.365158128152527536e-04
