2.3751
2.6189
2.4043
2.5048
2.6016
2.5841
2.5704
2.5601
2.5272
2.4343
2.395
2.3569
2.3374
2.3198
2.292
2.2581
2.215
2.2098
2.2469
2.4594
2.3571
2.3847
2.3365
2.2491
2.19
2.3658
2.3382
2.4404
2.4429
2.3334
2.3473
2.3583
2.2058
2.2796
1.7198
